"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BIH","Bosnia and Herzegovina","2016","2016",60,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BIH","Bosnia and Herzegovina","2017","2017",33.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BRA","Brazil","2011","2011",57.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BRA","Brazil","2012","2012",56.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BRA","Brazil","2013","2013",59.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BRA","Brazil","2014","2014",64.9,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BRA","Brazil","2015","2015",61.2,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BRA","Brazil","2016","2016",68.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BRA","Brazil","2017","2017",56.9,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BGR","Bulgaria","2011","2011",60,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BGR","Bulgaria","2012","2012",42.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BGR","Bulgaria","2013","2013",26.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BGR","Bulgaria","2014","2014",23.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BGR","Bulgaria","2015","2015",64,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BGR","Bulgaria","2016","2016",62.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BGR","Bulgaria","2017","2017",79.2,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BFA","Burkina Faso","2014","2014",54.2,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","BFA","Burkina Faso","2015","2015",60,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CHL","Chile","2011","2011",56.5,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CHL","Chile","2012","2012",81.5,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CHL","Chile","2013","2013",71,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CHL","Chile","2014","2014",72.9,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CHL","Chile","2015","2015",57.9,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CHL","Chile","2016","2016",56.8,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CHL","Chile","2017","2017",57.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CHN","China","2011","2011",95.5,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CHN","China","2016","2016",90.5,"‡","UIS Estimation"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CHN","China","2017","2017",91.3,"‡","UIS Estimation"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","COL","Colombia","2011","2011",94.4,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","COL","Colombia","2012","2012",79.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","COL","Colombia","2013","2013",65.4,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","COL","Colombia","2014","2014",75.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","COL","Colombia","2015","2015",73.2,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","COL","Colombia","2016","2016",76.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","COL","Colombia","2017","2017",85.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CRI","Costa Rica","2011","2011",66.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CRI","Costa Rica","2012","2012",66.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CRI","Costa Rica","2013","2013",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CRI","Costa Rica","2014","2014",38.5,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CRI","Costa Rica","2015","2015",50,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CRI","Costa Rica","2016","2016",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CRI","Costa Rica","2017","2017",84.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","HRV","Croatia","2011","2011",66.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","HRV","Croatia","2012","2012",27.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","HRV","Croatia","2013","2013",38.5,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","HRV","Croatia","2014","2014",100,"‡","UIS Estimation"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","HRV","Croatia","2015","2015",100,"‡","UIS Estimation"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","HRV","Croatia","2016","2016",,"n","Magnitude nil or negligible"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","HRV","Croatia","2017","2017",66.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CYP","Cyprus","2011","2011",66.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CYP","Cyprus","2012","2012",50,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CYP","Cyprus","2013","2013",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CYP","Cyprus","2014","2014",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CYP","Cyprus","2015","2015",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CYP","Cyprus","2016","2016",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","CYP","Cyprus","2017","2017",83.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","DOM","Dominican Republic","2014","2014",90,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","DOM","Dominican Republic","2015","2015",80,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","DOM","Dominican Republic","2016","2016",75,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","DOM","Dominican Republic","2017","2017",92,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","EST","Estonia","2011","2011",61.5,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","EST","Estonia","2012","2012",47.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","EST","Estonia","2013","2013",50,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","EST","Estonia","2014","2014",31.6,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","EST","Estonia","2015","2015",24,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","EST","Estonia","2016","2016",60,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","EST","Estonia","2017","2017",61.1,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","FJI","Fiji","2016","2016",,"a","Category not applicable"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","FJI","Fiji","2017","2017",,"a","Category not applicable"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GAB","Gabon","2011","2011",90,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GAB","Gabon","2012","2012",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GAB","Gabon","2013","2013",100,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GAB","Gabon","2016","2016",,"a","Category not applicable"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GAB","Gabon","2017","2017",,"a","Category not applicable"
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GEO","Georgia","2011","2011",85.7,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GEO","Georgia","2012","2012",83.3,,
"FPFPROD_NAFIC","Percentage of feature films produced that are fictional ","GEO","Georgia","2013","2013",66.7,,
